YEAR,MONTH,DAY,HOUR,MINUTE,MAGNITUDE
1994,2,5,1,54,1.8
1994,2,5,1,59,1.6
1994,2,5,2,6,1.7
1994,2,5,2,17,1.5
1994,2,5,2,18,1.4
1994,2,5,2,30,1.6
1994,2,5,3,15,1.6
1994,2,5,3,35,1.7
1994,2,5,3,43,1.7
1994,2,5,3,51,1.8
1994,2,5,4,32,1.5
1994,2,5,4,33,1.4
1994,2,5,4,43,1.5
1994,2,5,4,53,1.5
1994,2,5,5,29,1.2
1994,2,5,5,37,1.8
1994,2,5,6,7,1.4
1994,2,5,6,8,2
1994,2,5,6,19,1.4
1994,2,5,6,35,1.8
1994,2,5,6,52,1.5
1994,2,5,7,0,2.1
1994,2,5,7,11,2.5
1994,2,5,7,46,2
1994,2,5,8,16,2.3
1994,2,5,8,17,2.8
1994,2,5,8,44,2
1994,2,5,8,51,3.2
1994,2,5,8,51,3
1994,2,5,8,51,3.7
1994,2,5,8,58,2.9
1994,2,5,9,11,1.9
1994,2,5,9,14,1.9
1994,2,5,9,17,1.8
1994,2,5,9,39,1.8
1994,2,5,9,53,2.7
1994,2,5,9,59,1.7
1994,2,5,10,1,1.7
1994,2,5,10,18,1.9
1994,2,5,10,25,1.5
1994,2,5,10,32,2
1994,2,5,10,55,1.6
1994,2,5,11,8,2.2
1994,2,5,11,18,1.5
1994,2,5,11,19,2.8
1994,2,5,11,37,1.3
1994,2,5,11,42,1.9
1994,2,5,11,47,2.3
1994,2,5,12,7,1.6
1994,2,5,12,15,1.8
1994,2,5,12,17,2.4
1994,2,5,12,18,2.1
1994,2,5,12,22,1.8
1994,2,5,13,12,1.5
1994,2,5,13,38,1.3
1994,2,5,13,39,1.2
1994,2,5,13,49,1.5
1994,2,5,14,17,1.2
1994,2,5,14,31,1.6
1994,2,5,14,48,1.1
1994,2,5,15,1,1.4
1994,2,5,15,3,1.9
1994,2,5,15,11,1.8
1994,2,5,15,25,1.4
1994,2,5,15,41,1.3
1994,2,5,16,0,1.4
1994,2,5,16,2,1.8
1994,2,5,16,7,1.9
1994,2,5,16,23,1.8
1994,2,5,16,32,1.4
1994,2,5,16,42,1.3
1994,2,5,16,48,2.3
1994,2,5,16,59,2.4
1994,2,5,17,7,1.8
1994,2,5,17,15,1.7
1994,2,5,17,35,2.3
1994,2,5,17,45,1.8
1994,2,5,17,46,1.8
1994,2,5,17,51,1.2
1994,2,5,17,58,1.8
1994,2,5,18,25,1.6
1994,2,5,18,49,1.5
1994,2,5,18,57,1.1
1994,2,5,19,13,1.3
1994,2,5,19,26,1.2
1994,2,5,19,30,1.5
1994,2,5,19,42,1.4
1994,2,5,19,48,1.6
1994,2,5,19,50,1.8
1994,2,5,19,54,2.5
1994,2,5,20,2,1.7
1994,2,5,20,9,2.3
1994,2,5,20,17,1.6
1994,2,5,20,18,1.6
1994,2,5,20,57,1.7
1994,2,5,21,5,1.6
1994,2,5,21,13,1.6
1994,2,5,21,18,2.9
1994,2,5,21,30,1.7
1994,2,5,21,31,1.6
1994,2,5,21,57,1.5
1994,2,5,22,52,1.4
1994,2,5,23,0,1.3
1994,2,5,23,23,1.6
1994,2,5,23,27,1.6
1994,2,5,23,53,1.5
1994,2,6,0,8,1.5
1994,2,6,0,15,1.4
1994,2,6,0,25,2.2
1994,2,6,0,52,2.3
1994,2,6,1,30,1.5
1994,2,6,1,31,1.3
1994,2,6,1,41,1.3
1994,2,6,1,52,1.5
1994,2,6,2,20,1.9
1994,2,6,2,28,1.6
1994,2,6,2,35,1.6
1994,2,6,2,37,1.3
1994,2,6,2,39,2.1
1994,2,6,2,44,2.2
1994,2,6,2,53,1.4
1994,2,6,3,11,1.6
1994,2,6,9,19,1.1
